company_name,phone,website,address,city,state,lat,lng,rating,review_count,categories,source_url,source
Future Trucking,+13196681736,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1314541,"2989 240th St, Williamsburg, IA 52361",Williamsburg,IA,41.667013,-91.9123058,3.3,12,Trucking company,https://www.google.com/maps/search/?api=1&query=Future%20Trucking&query_place_id=ChIJZRThH1Wx5YcRuccZUBYB5Us,apify_google_maps
Boone Freight Lines Inc,+15154325182,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=53732,"2207 Industrial Park Rd, Boone, IA 50036",Boone,IA,42.0642052,-93.8537596,4.4,10,Trucking company,https://www.google.com/maps/search/?api=1&query=Boone%20Freight%20Lines%20Inc&query_place_id=ChIJKUkFcaXb7YcRlBcGutwTW6s,apify_google_maps
Quad Cities Freight Services,+15632851800,,"2900 Research Pkwy, Davenport, IA 52806",Davenport,IA,41.6069144,-90.6117955,3.8,94,Freight forwarding service,https://www.google.com/maps/search/?api=1&query=Quad%20Cities%20Freight%20Services&query_place_id=ChIJQ8c1Ylq144cRCYVTq0_fl6w,apify_google_maps
"Farr Transport, Inc",+13193381576,,"2930 J Industrial Park Rd, Iowa City, IA 52240",Iowa City,IA,41.638924,-91.492684,4,4,Trucking company,https://www.google.com/maps/search/?api=1&query=Farr%20Transport%2C%20Inc&query_place_id=ChIJ__7iiVpq5IcR4yGEV6shrZU,apify_google_maps
Tucker Freight Lines,+15635881435,http://www.tuckerfreight.com/,"1080 E 12th St, Dubuque, IA 52001",Dubuque,IA,42.507327,-90.656352,4.1,95,Trucking company;Transportation service,https://www.google.com/maps/search/?api=1&query=Tucker%20Freight%20Lines&query_place_id=ChIJ2YnWqqEr44cRS5fTVJUp-MM,apify_google_maps
C & W Transport Solutions,+18338551908,http://www.cwtransportsolutions.com/locations.html,"2205 Heritage Blvd, Hiawatha, IA 52233",Hiawatha,IA,42.0380824,-91.7040275,4.7,65,Shipping company,https://www.google.com/maps/search/?api=1&query=C%20%26%20W%20Transport%20Solutions&query_place_id=ChIJwalWn-_65IcRxtkndAA66Mg,apify_google_maps
R+L Carriers,+15634451026,https://www2.rlcarriers.com/,"300 Slopertown Rd, Eldridge, IA 52748",Eldridge,IA,41.620122,-90.586116,4.6,22,Shipping company;Trucking company;Warehouse,https://www.google.com/maps/search/?api=1&query=R%2BL%20Carriers&query_place_id=ChIJTSAIl6HK44cRaO1y2vD45Fs,apify_google_maps
R+L Carriers,+15152995068,https://www2.rlcarriers.com/,"5185 NE 22nd St, Des Moines, IA 50313",Des Moines,IA,41.6547995,-93.579167,4,49,Shipping company;Trucking company;Warehouse,https://www.google.com/maps/search/?api=1&query=R%2BL%20Carriers&query_place_id=ChIJ-6zSzoKQ7ocRgL8w5PGwXos,apify_google_maps
E&G Elite,+15188968564,https://www.ship-elite.com/?utm_source=GBPWebsiteEandG&utm_medium=organic,"1178 Broadway 3rd floor Suite 605, New York, NY 10001",New York,NY,40.7452353,-73.9881912,4.9,81,Shipping company;Logistics service;Shipping service,https://www.google.com/maps/search/?api=1&query=E%26G%20Elite&query_place_id=ChIJDTr_ojaFPm8RmcAS7F_L9Tc,apify_google_maps
Port Air Express,+17184386328,https://www.portairexpress.com/contact/,"1126 55th St, Brooklyn, NY 11219",Brooklyn,NY,40.6337383,-73.9994965,4.6,29,Freight forwarding service,https://www.google.com/maps/search/?api=1&query=Port%20Air%20Express&query_place_id=ChIJ_Qnd1jNFwokRd3flnx3kekQ,apify_google_maps
NSLA CARSHIP LLC,+17167805200,https://nslacarship.com/,"703 86th St, Brooklyn, NY 11228",Brooklyn,NY,40.6189787,-74.0217314,4.7,762,Freight forwarding service,https://www.google.com/maps/search/?api=1&query=NSLA%20CARSHIP%20LLC&query_place_id=ChIJYbNjGCFFwokRwktfS_UcoHg,apify_google_maps
Red Hook Terminal,+19735220999,http://www.redhookterminal.com/,"70 Hamilton Ave, Brooklyn, NY 11231",Brooklyn,NY,40.6839717,-74.0062426,3.8,42,Seaport,https://www.google.com/maps/search/?api=1&query=Red%20Hook%20Terminal&query_place_id=ChIJf8vVhV1awokRUW9dJS-_tkA,apify_google_maps
Estafeta Brooklyn,+19178045625,https://estafetalousa.com/,"4512 3rd Ave, Brooklyn, NY 11220",Brooklyn,NY,40.6504379,-74.0122818,4.1,81,Shipping service,https://www.google.com/maps/search/?api=1&query=Estafeta%20Brooklyn&query_place_id=ChIJuwQtii9bwokRfS1I8623HIU,apify_google_maps
Maher Terminals,+19085278200,http://www.maherterminals.com/,"1210 Corbin St, Elizabeth, NJ 07201",Elizabeth,NJ,40.6838972,-74.1631389,3.5,595,Shipping company;Container terminal,https://www.google.com/maps/search/?api=1&query=Maher%20Terminals&query_place_id=ChIJXWTGhXFSwokRUyXvENjTYjg,apify_google_maps
Need It Now Courier,+12129891919,http://www.needitnowcourier.com/,"37-18 57th St, Woodside, NY 11377",Woodside,NY,40.7494236,-73.9056596,2.4,101,Courier service;Logistics service;Shipping service;Storage facility,https://www.google.com/maps/search/?api=1&query=Need%20It%20Now%20Courier&query_place_id=ChIJtS4UYaVZwokR2HuYj5CE9WM,apify_google_maps
Number 1 Auto Transport,+18554224141,https://number1autotransport.com/?utm_source=gbp&utm_medium=organic&utm_campaign=merrick,"1745 Merrick Ave, Merrick, NY 11566",Merrick,NY,40.6759474,-73.5569108,4.9,246,Transportation service;Freight forwarding service;Logistics service;Shipping service;Vehicle shipping agent;Trucking company,https://www.google.com/maps/search/?api=1&query=Number%201%20Auto%20Transport&query_place_id=ChIJ-TDHbMBlwokRhQMwLBKJLco,apify_google_maps
"Force Freight Transport, LLC",+14806358539,https://forcefreight.com/,"6915 E Parkway Norte Suite 101, Mesa, AZ 85212",Mesa,AZ,33.3387256,-111.6844547,4,4,Trucking company,https://www.google.com/maps/search/?api=1&query=Force%20Freight%20Transport%2C%20LLC&query_place_id=ChIJcXUDpeatK4cRirrBtufBG8A,apify_google_maps
Logistica Flexi dba Flexiexpress,+17863127761,http://www.flexiexpress.com/,"4320 NW 72nd Ave, Miami, FL 33166",Miami,FL,25.8138089,-80.3135868,3.7,3,Shipping and mailing service;Trucking company,https://www.google.com/maps/search/?api=1&query=Logistica%20Flexi%20dba%20Flexiexpress&query_place_id=ChIJb-UjFrG72YgRnf53TqKpD8s,apify_google_maps
Customs Broker Miami,+17862235983,http://customs-broker-miami.com/,"2550 NW 72nd Ave #110, Miami, FL 33122",Miami,FL,25.7982379,-80.3133484,4.3,24,Customs broker;Customs consultant;Customs warehouse;Freight forwarding service;Import export company,https://www.google.com/maps/search/?api=1&query=Customs%20Broker%20Miami&query_place_id=ChIJKXJOLnC32YgRi0_43S-ZfDg,apify_google_maps
WHITEHORSE FREIGHT,+18008157339,https://whfreight.com/,"2670 Chancellor Dr, Crestview Hills, KY 41017",Crestview Hills,KY,39.0245304,-84.5580061,4.4,81,Transportation service;Freight forwarding service;Logistics service;Refrigerated transport service;Trucking company,https://www.google.com/maps/search/?api=1&query=WHITEHORSE%20FREIGHT&query_place_id=ChIJg3MEjpi3QYgRi8tm8o2khUY,apify_google_maps
Scott’s Auto Carrier,+18663141357,https://scottsautocarrier.com/?utm_source=GMBlisting&utm_medium=organic,"2665 Spice Rdg Rd, Stanford, KY 40484",Stanford,KY,37.455995,-84.6732368,4.9,852,Vehicle shipping agent,https://www.google.com/maps/search/?api=1&query=Scott%E2%80%99s%20Auto%20Carrier&query_place_id=ChIJv-kh-JKVQogRtCK13RhTjaw,apify_google_maps
Saia LTL Freight,+18592530108,https://www.saia.com/tools-and-resources/terminals/lex?utm_source=GMBlisting&utm_medium=organic,"461 Transport Ct, Lexington, KY 40511",Lexington,KY,38.0803878,-84.5305229,4.5,16,Trucking company;Logistics service;Shipping company;Transportation service,https://www.google.com/maps/search/?api=1&query=Saia%20LTL%20Freight&query_place_id=ChIJwTE8aGpEQogR5FuyleDDAFs,apify_google_maps
R+L Carriers,+18592590544,https://www2.rlcarriers.com/,"1025 Nandino Blvd, Lexington, KY 40511",Lexington,KY,38.078815,-84.501121,4.1,36,Shipping company;Trucking company;Warehouse,https://www.google.com/maps/search/?api=1&query=R%2BL%20Carriers&query_place_id=ChIJ74DF30FEQogRJ0EYsFXI-h8,apify_google_maps
Southeastern Freight Lines,+15138265387,https://www.sefl.com/,"1040 Fleet Rd, Independence, KY 41051",Independence,KY,38.9512173,-84.6112676,4.1,45,Trucking company,https://www.google.com/maps/search/?api=1&query=Southeastern%20Freight%20Lines&query_place_id=ChIJ0dl3dlTHQYgRwKtt3fV0xGc,apify_google_maps
J & J Transportation,+15022666999,,"11400 Plantside Dr, Louisville, KY 40299",Louisville,KY,38.2095467,-85.5448294,4.9,50,Trucking company,https://www.google.com/maps/search/?api=1&query=J%20%26%20J%20Transportation&query_place_id=ChIJW-xsML-haYgRb5rVTE0BB2s,apify_google_maps
Southeastern Freight Lines,+18594697897,https://www.sefl.com/,"2470 Remington Wy, Lexington, KY 40511",Lexington,KY,38.101653,-84.5047983,4.1,31,Trucking company,https://www.google.com/maps/search/?api=1&query=Southeastern%20Freight%20Lines&query_place_id=ChIJ28vOeRRFQogRSnXkbDuf_Pw,apify_google_maps
"Intercity Lines, Inc",+18002213936,https://intercitylines.com/,,,,46.423669,-129.9427086,5,934,Trucking company;Service establishment;Transportation service;Vehicle shipping agent,https://www.google.com/maps/search/?api=1&query=Intercity%20Lines%2C%20Inc&query_place_id=ChIJHSRO62C65okRbmH3-rHw2dk,apify_google_maps
East West Auto Transport,+17817637447,http://www.eastwestautotransport.com/,"303 Wyman St, Waltham, MA 02451",Waltham,MA,42.4072492,-71.2553388,4.4,99,Transportation service,https://www.google.com/maps/search/?api=1&query=East%20West%20Auto%20Transport&query_place_id=ChIJ3695VPV65IkR8AV_qtXWwMA,apify_google_maps
Chips Transport,+18004272447,https://www.chipstransport.com/?utm_source=google&utm_medium=business-profile&utm_campaign=business-profile,"2 Summer St, Foxborough, MA 02035",Foxborough,MA,42.0458231,-71.2093206,4.6,122,Transportation service;Vehicle shipping agent,https://www.google.com/maps/search/?api=1&query=Chips%20Transport&query_place_id=ChIJb_FCuBp-5IkR3G98b5Y8m24,apify_google_maps
East Coast Logistics,+18772928540,http://goecl.com/,"480 Hayden Station Rd, Windsor, CT 06095",Windsor,CT,41.8985013,-72.6460741,4.5,15,Transportation service,https://www.google.com/maps/search/?api=1&query=East%20Coast%20Logistics&query_place_id=ChIJOQqf3s795okR1dMlcswItvI,apify_google_maps
CarGo Management Group Inc,+16186710503,https://cargomg.com/,"487 Mashapaug Rd, Holland, MA 01521",Holland,MA,42.031872,-72.142292,4.1,67,Carriage ride service,https://www.google.com/maps/search/?api=1&query=CarGo%20Management%20Group%20Inc&query_place_id=ChIJ4VdnopGX5okRdgXK2YPJSvw,apify_google_maps
CarGo Car Transportation Service,+18573703300,https://cargocts.com/,"70 James St Suite 265, Worcester, MA 01603",Worcester,MA,42.2325604,-71.8502771,4.9,2111,Shipping company,https://www.google.com/maps/search/?api=1&query=CarGo%20Car%20Transportation%20Service&query_place_id=ChIJ-X2u9IcF5IkRGLoxOyRNVJo,apify_google_maps
RoadOne IntermodaLogistics,+17819618200,http://www.roadone.com/,"1 Kellaway Dr, Randolph, MA 02368",Randolph,MA,42.165672,-71.0247974,3.7,19,Trucking company;Transportation service,https://www.google.com/maps/search/?api=1&query=RoadOne%20IntermodaLogistics&query_place_id=ChIJ7d44zMKC5IkRDK9OqGGkl7M,apify_google_maps
Braun's Express Inc,+15084738405,https://www.braunsexpress.com/,"10 Tandem Way, Hopedale, MA 01747",Hopedale,MA,42.1064559,-71.5088687,3.4,52,Trucking company,https://www.google.com/maps/search/?api=1&query=Braun's%20Express%20Inc&query_place_id=ChIJG-9ZOJRt5IkRWQ-xr7Yrh40,apify_google_maps
Morgan Shipping,+18003947017,http://www.morganshipping.com/,"888C 8th Ave Suite #330, New York, NY 10019",New York,NY,40.7638803,-73.9846646,4.9,47,Shipping company,https://www.google.com/maps/search/?api=1&query=Morgan%20Shipping&query_place_id=ChIJ1X3dvldYwokRrak1OvB93f8,apify_google_maps
Route Runners Auto Transport,+18884244420,https://www.routerunnersautotransport.com/,"2570 N Jerusalem Rd, North Bellmore, NY 11710",North Bellmore,NY,40.7058633,-73.539664,4.2,209,Shipping company;Freight forwarding service;Logistics service;Mover;Shipping service;Transportation service,https://www.google.com/maps/search/?api=1&query=Route%20Runners%20Auto%20Transport&query_place_id=ChIJU2QPY2l-wokRWgM7F8CTPlA,apify_google_maps
Carry On Services Inc,+18556382568,https://carryonservicesinc.com/,"25 Braintree Hill Office Pk #200, Braintree, MA 02184",Braintree,MA,42.2253616,-71.0274857,4.9,71,Handicapped transportation service;Courier service,https://www.google.com/maps/search/?api=1&query=Carry%20On%20Services%20Inc&query_place_id=ChIJTU4fCWolvGsROCZfVumj73g,apify_google_maps
Ports America Inc,,,"5 Harborside Blvd, Providence, RI 02905",Providence,RI,41.790718,-71.3825203,5,1,Transportation infrastructure,https://www.google.com/maps/search/?api=1&query=Ports%20America%20Inc&query_place_id=ChIJiTQDgu9P5IkRkTU-6BCNHNc,apify_google_maps
☎️MiDWEST✅CRiTiCAL✅COURiERS✅USA✅KANSAS✅CiTY✅MO✅KS✅CHiCAGO✅IL✅NEW✅KENSiNGTON✅PiTTSBURGH✅PA✅MI✅COLUMBUS✅OH✅TOLEDO✅KY✅FL✅SC✅NC✅F,+18162742347,https://www.courierserviceinmidwestusanearmidwesternunitedstatesmilohmowimn.samedaycourierdeliveryandmessengerservices.com/midwestcourierserviceusajonestownwilliamsportmiltoncarlislemechanicsburgmiddletownhersheyduncannonpainnearmemidwestusailohinmimowimnkyiandsdnekseastwestnorthcentralsamedayrushdeliverytruckingexpressparcel.html,,,,46.423669,-129.9427086,4.7,3,Courier service;Business to business service;Delivery service;Service establishment;Freight forwarding service;Logistics service;Post office;Shipping and mailing service;Trucking company,https://www.google.com/maps/search/?api=1&query=%E2%98%8E%EF%B8%8FMiDWEST%E2%9C%85CRiTiCAL%E2%9C%85COURiERS%E2%9C%85USA%E2%9C%85KANSAS%E2%9C%85CiTY%E2%9C%85MO%E2%9C%85KS%E2%9C%85CHiCAGO%E2%9C%85IL%E2%9C%85NEW%E2%9C%85KENSiNGTON%E2%9C%85PiTTSBURGH%E2%9C%85PA%E2%9C%85MI%E2%9C%85COLUMBUS%E2%9C%85OH%E2%9C%85TOLEDO%E2%9C%85KY%E2%9C%85FL%E2%9C%85SC%E2%9C%85NC%E2%9C%85F&query_place_id=ChIJSWio82_OyIkRKl_IT9Advs8,apify_google_maps
Boston Auto Shipping Group,,https://autoshippinggroup.com/location/auto-shipping-boston/,"F17, 177 Huntington Ave, Boston, MA 02115",Boston,MA,42.3449301,-71.0827865,4.6,44,Vehicle shipping agent;Auto broker;Mover,https://www.google.com/maps/search/?api=1&query=Boston%20Auto%20Shipping%20Group&query_place_id=ChIJk3v5UxB644kRRAwZqgiY3nA,apify_google_maps
UPS Mail Innovations,+18606832199,https://www.ups.com/us/en/supplychain/solutions/mail-innovations.page,"110 Tradeport Dr, Windsor, CT 06095",Windsor,CT,41.9144548,-72.7145956,1.2,1215,Logistics service;Freight forwarding service;Shipping service;Transportation service,https://www.google.com/maps/search/?api=1&query=UPS%20Mail%20Innovations&query_place_id=ChIJcTs_6uMB54kRMfGCsCy6N5o,apify_google_maps
The Armstrong Company,+17818218777,https://www.goarmstrong.com/locations/boston/,"100 New Boston Dr, Canton, MA 02021",Canton,MA,42.1518458,-71.1101296,4.6,232,Moving and storage service;Automobile storage facility;Distribution service;Household goods wholesaler;Mover;Moving supply store;Storage facility,https://www.google.com/maps/search/?api=1&query=The%20Armstrong%20Company&query_place_id=ChIJd_D7ukKB5IkRVeGST2Q4ZsI,apify_google_maps
Allied Van Lines,+17812050035,https://www.allied.com/local/Randolph-MA-Movers?utm_source=local&utm_medium=organic&utm_campaign=gmb,"146 Will Dr SUite 100, Canton, MA 02021",Canton,MA,42.1420438,-71.1241155,4.4,74,Moving and storage service,https://www.google.com/maps/search/?api=1&query=Allied%20Van%20Lines&query_place_id=ChIJPwMOmz-C5IkRv14_t-XuYqc,apify_google_maps
R & R Freight Services,+18003515558,http://www.rrfreight.com/,"49 Fowler Rd, North Branford, CT 06471",North Branford,CT,41.3299446,-72.7578811,3.6,17,Freight forwarding service;Shipping company;Trucking company;Warehouse,https://www.google.com/maps/search/?api=1&query=R%20%26%20R%20Freight%20Services&query_place_id=ChIJT-hEGJ3T54kRF0JzQFpSNk8,apify_google_maps
Mercer Transportation,+15025842301,http://mercer-trans.com/,"1128 W Main St, Louisville, KY 40203",Louisville,KY,38.257259,-85.7696283,3.3,96,Transportation service,https://www.google.com/maps/search/?api=1&query=Mercer%20Transportation&query_place_id=ChIJ-WLoHxVtaYgRKY5pK-xv7dE,apify_google_maps
K & S Transportation,+19732794200,http://kandstransport.com.au/,"180 Spring St, Paterson, NJ 07503",Paterson,NJ,40.9068519,-74.1683258,2,66,School bus service,https://www.google.com/maps/search/?api=1&query=K%20%26%20S%20Transportation&query_place_id=ChIJwUbR9iz8wokRXENR3xIFBpQ,apify_google_maps
Mab Movers,+15167101962,https://mabmovers.com/,"225 12th St, West Babylon, NY 11704",West Babylon,NY,40.7179491,-73.3894189,4.7,61,Transportation service,https://www.google.com/maps/search/?api=1&query=Mab%20Movers&query_place_id=ChIJGT0Gfegkr6MRicZQNVqUc6o,apify_google_maps
Creative Logistic Services,+17322602222,http://creativelogisticservices.com/,"773 Cranbury - South River Rd #100, Monroe Township, NJ 08831",Monroe Township,NJ,40.3871333,-74.4455118,4.1,31,Logistics service,https://www.google.com/maps/search/?api=1&query=Creative%20Logistic%20Services&query_place_id=ChIJfTN4VSzFw4kRt3qtRkThmek,apify_google_maps
Q & K - Domestic and International Shipping,+14157870388,,"648 Jackson St, San Francisco, CA 94133",San Francisco,CA,37.796294,-122.4060435,4.6,17,Shipping and mailing service;Freight forwarding service;Logistics service;Mailing service,https://www.google.com/maps/search/?api=1&query=Q%20%26%20K%20-%20Domestic%20and%20International%20Shipping&query_place_id=ChIJ6ZjqWz6BhYARZlaAMHoSyAg,apify_google_maps
DHL Global Forwarding,,https://www.dhl.com/geolocate/home/global-forwarding.html,"99 S Hill Dr UNIT B, Brisbane, CA 94005",Brisbane,CA,37.6865386,-122.4136962,3.7,21,Freight forwarding service;Customs broker;Customs consultant;Logistics service;Shipping company;Shipping service;Transportation service;Warehouse,https://www.google.com/maps/search/?api=1&query=DHL%20Global%20Forwarding&query_place_id=ChIJ63XTzzp5j4AR9MA_od3-gzY,apify_google_maps
"GS Freight Transfer, Inc.",+13106506024,http://www.gsfreight.com/,"430 Lecouvreur Ave, Wilmington, CA 90744",Wilmington,CA,33.7755806,-118.2550791,4.9,20,Trucking company,https://www.google.com/maps/search/?api=1&query=GS%20Freight%20Transfer%2C%20Inc.&query_place_id=ChIJbTGurn823YARwg60ZTmIxCY,apify_google_maps
Bayanihan Cargo International,+16505832611,https://bayanihancargo.com/,"925 Linden Ave STE D, South San Francisco, CA 94080",South San Francisco,CA,37.66293,-122.4068504,4.8,17,Freight forwarding service,https://www.google.com/maps/search/?api=1&query=Bayanihan%20Cargo%20International&query_place_id=ChIJA9iWywB5j4ARh8DgZoXSbI4,apify_google_maps
"Amistad Freight, Inc.",+19167764035,http://www.amistadfreight.com/,"14151 Market St, Walnut Grove, CA 95690",Walnut Grove,CA,38.2422517,-121.5133359,3.4,15,Trucking company;Logistics service,https://www.google.com/maps/search/?api=1&query=Amistad%20Freight%2C%20Inc.&query_place_id=ChIJgT4OrwyxmoARB0DP0JZNdn8,apify_google_maps
JB CARRIER INC,+15306731100,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2572555,"1228 Oswald Rd, Yuba City, CA 95991",Yuba City,CA,39.0688146,-121.6320432,4.1,17,Trucking company,https://www.google.com/maps/search/?api=1&query=JB%20CARRIER%20INC&query_place_id=ChIJ-T27zVmrhIAR5fMc9m_9aMg,apify_google_maps
AMS Carriers,+17145921053,https://amscarriers.com/,"2414 S Fairview St # 214, Santa Ana, CA 92704",Santa Ana,CA,33.714357,-117.90846,5,19,Trucking company;Transportation service,https://www.google.com/maps/search/?api=1&query=AMS%20Carriers&query_place_id=ChIJiwbIeV3Z3IARA3LQysRN_Mg,apify_google_maps
"Dynasty Freight Consolidator, Inc.",+16508300128,,"1 Edwards Ct Sutie 206, Burlingame, CA 94010",Burlingame,CA,37.591983,-122.3680035,,0,Freight forwarding service,https://www.google.com/maps/search/?api=1&query=Dynasty%20Freight%20Consolidator%2C%20Inc.&query_place_id=ChIJB0htqjJ2j4ARVoTj9AGXlIc,apify_google_maps
National Shipping of America,+14159569356,https://natship.us/,"433 California St #820, San Francisco, CA 94104",San Francisco,CA,37.792699,-122.4016842,,0,Shipping company,https://www.google.com/maps/search/?api=1&query=National%20Shipping%20of%20America&query_place_id=ChIJZfNrCYqAhYARi2bvIw_NLR4,apify_google_maps
Certified Freight Logistics,+18005925906,http://www.certifiedfreightlogistics.com/,"1344 White Ct, Santa Maria, CA 93458",Santa Maria,CA,34.9484387,-120.4581738,4.1,21,Trucking company,https://www.google.com/maps/search/?api=1&query=Certified%20Freight%20Logistics&query_place_id=ChIJz95hb59r7IAR6YbunijlNUQ,apify_google_maps
Alliance Air Freight & Logstcs,+16506412472,http://www.shipalliance.com/,"212 Shaw Rd, South San Francisco, CA 94080",South San Francisco,CA,37.6405864,-122.4107185,,0,Trucking company,https://www.google.com/maps/search/?api=1&query=Alliance%20Air%20Freight%20%26%20Logstcs&query_place_id=ChIJN5mENch5j4ARrNtgNgHmfvg,apify_google_maps
Global Carrier Inc,+12098241999,,"1463-3 Moffat Blvd, Manteca, CA 95336",Manteca,CA,37.7814636,-121.1909666,,0,Trucking company,https://www.google.com/maps/search/?api=1&query=Global%20Carrier%20Inc&query_place_id=ChIJOyDedKZBkIARZbMdgtq_ODY,apify_google_maps
San Francisco International Shipping,+14159063888,,,,,37.6875424,-122.3018684,4.6,16,Moving and storage service;Service establishment,https://www.google.com/maps/search/?api=1&query=San%20Francisco%20International%20Shipping&query_place_id=ChIJU8EWUxp_j4ARBWQ1c3YcZ6g,apify_google_maps
Geodis Wilson USA Inc,+16506929850,https://geodis.com/,"379 Oyster Point Blvd , 3, South San Francisco, CA 94080",South San Francisco,CA,37.6650435,-122.3851611,5,1,Freight forwarding service,https://www.google.com/maps/search/?api=1&query=Geodis%20Wilson%20USA%20Inc&query_place_id=ChIJtXHFUq95j4ARQAhkmluuNFY,apify_google_maps
"Golden State Freight, Inc.",+18008039633,http://www.goldenstatefreight.com/,"4236 CA-99, Stockton, CA 95215",Stockton,CA,37.9160181,-121.2263152,3.8,5,Trucking company,https://www.google.com/maps/search/?api=1&query=Golden%20State%20Freight%2C%20Inc.&query_place_id=ChIJvUmjKIxskIARx3xNbzjB284,apify_google_maps
Car Shipping Carriers | San Francisco,+14156454994,https://carshippingcarriers.com/california-auto-transport-companies/san-francisco/,"611 Gateway Blvd Ste 120, South San Francisco, CA 94080",South San Francisco,CA,37.6586993,-122.4001555,5,2,Vehicle shipping agent,https://www.google.com/maps/search/?api=1&query=Car%20Shipping%20Carriers%20%7C%20San%20Francisco&query_place_id=ChIJYdCAHf15j4ARWrSrGT8rB7M,apify_google_maps
Bloom International Relocations Inc,+14158227155,http://www.bloominternational.com/,"1250 Van Dyke Ave, San Francisco, CA 94124",San Francisco,CA,37.725852,-122.385297,4,8,Freight forwarding service,https://www.google.com/maps/search/?api=1&query=Bloom%20International%20Relocations%20Inc&query_place_id=ChIJAQAAAOuAhYARC7Dlg89X48M,apify_google_maps
Sunrise Trucking Inc.,+12095310539,https://sunrisetruckinginc.com/,"865 Roth Rd, French Camp, CA 95231",French Camp,CA,37.8556955,-121.2655263,4.3,90,Trucking company,https://www.google.com/maps/search/?api=1&query=Sunrise%20Trucking%20Inc.&query_place_id=ChIJFapECNMUkIARkxDr6-Rf1BU,apify_google_maps
"US Freight Transport, LLC",+13146272774,http://www.usftllc.com/,"13023 Tesson Ferry Rd Ste202, St. Louis, MO 63128",St. Louis,MO,38.4943497,-90.3828346,5,3,Trucking company,https://www.google.com/maps/search/?api=1&query=US%20Freight%20Transport%2C%20LLC&query_place_id=ChIJMTfOgp3I2IcRTpl5eAzSKVE,apify_google_maps
GFX Inc,+13054999789,http://www.gfxcorp.com/,"4810 NW 74th Ave, Miami, FL 33166",Miami,FL,25.8176965,-80.3177682,4.8,62,Auto parts manufacturer;Auto parts store,https://www.google.com/maps/search/?api=1&query=GFX%20Inc&query_place_id=ChIJL2h_hSu62YgRdbxXltwLEuw,apify_google_maps
Wilson Bros Van Lines,+18333596786,https://wilsonbrosvl.com/,"600 NE 185th St, Miami, FL 33179",Miami,FL,25.9461886,-80.1888089,4.8,77,Moving and storage service,https://www.google.com/maps/search/?api=1&query=Wilson%20Bros%20Van%20Lines&query_place_id=ChIJO9xLYryeMSIRK9jkaw2JHbc,apify_google_maps
MC Movers,+18008072173,http://www.mc-movers.com/,"1021 Ives Dairy Rd Ste 212, Miami, FL 33179",Miami,FL,25.9657381,-80.1822319,4.6,72,Mover;Moving and storage service,https://www.google.com/maps/search/?api=1&query=MC%20Movers&query_place_id=ChIJE6E8lX2t2YgRqzUv7bo0_IY,apify_google_maps
Louis Vuitton Miami Design District,+13055731366,https://us.louisvuitton.com/eng-us/point-of-sale/usa/louis-vuitton-miami-design-district?utm_source=google&utm_medium=organic&utm_campaign=store_listing_storepage,"140 NE 39th St, Miami, FL 33137",Miami,FL,25.8126067,-80.1924513,4.1,531,Leather goods store,https://www.google.com/maps/search/?api=1&query=Louis%20Vuitton%20Miami%20Design%20District&query_place_id=ChIJHXpfMFex2YgR8h3wmWtJaZk,apify_google_maps
ReturnPro,+18558748741,https://returnpro.com/,"21500 Biscayne Blvd Suite 900, Aventura, FL 33180",Aventura,FL,25.9744577,-80.1428818,3.5,19,Logistics service;E-commerce service;Software company,https://www.google.com/maps/search/?api=1&query=ReturnPro&query_place_id=ChIJYVoCdV6s2YgRl4opu1befFI,apify_google_maps
Hilti Store - Miami,+18008798000,https://www.hilti.com/stores/miami?utm_campaign=gmb&utm_medium=organic&utm_source=google,"3399 NW 72nd Ave STE 120/121 Suite 120, Miami, FL 33122",Miami,FL,25.8058177,-80.3125188,4.6,34,Tool store;Building materials supplier;Construction equipment supplier;Fastener supplier;Fire protection equipment supplier,https://www.google.com/maps/search/?api=1&query=Hilti%20Store%20-%20Miami&query_place_id=ChIJobe31YW52YgR8tyqUVFHq5Q,apify_google_maps
Chick-fil-A,+17864221500,https://www.chick-fil-a.com/locations/fl/hialeah-westland?utm_source=google&utm_medium=gmb,"1600 W 49th St, Hialeah, FL 33012",Hialeah,FL,25.8663607,-80.3152404,4.5,1387,Fast food restaurant;Breakfast restaurant;Caterer;Chicken restaurant;Delivery service;Family restaurant,https://www.google.com/maps/search/?api=1&query=Chick-fil-A&query_place_id=ChIJ1VICAgC72YgRpHpVSKE02FU,apify_google_maps
World Wine Liquors,+13059645622,http://www.worldwineliquors.com/,"9483 SW 160th St, Miami, FL 33157",Miami,FL,25.6197564,-80.3460512,4.6,143,Liquor store;Beer store;Delivery service;Gift basket store;Wine store,https://www.google.com/maps/search/?api=1&query=World%20Wine%20Liquors&query_place_id=ChIJ73GK3RjE2YgRHdsuv5Qp7oI,apify_google_maps
